file,question_id,stage,skill,issue_type,detail,recommended_fix
ALL_merged_deduped.jsonl,ks4_expand_factorise_74,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 -5*x +6"" / opt3: ""x**2 -5*x +6""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_79,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -11*x +28"" / opt3: ""x**2 -11*x +28""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_87,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -12*x +20"" / opt3: ""x**2 -12*x +20""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_89,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +4*x +4"" / opt2: ""x**2 +4*x +4""; opt1: ""x**2 +8*x +16"" / opt3: ""x**2 +8*x +16""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_90,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +10*x +16"" / opt3: ""x**2 +10*x +16""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_92,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +3*x +0"" / opt2: ""x**2 +3*x +0"" / opt3: ""x**2 +3*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_93,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +6*x +9"" / opt3: ""x**2 +6*x +9""; opt1: ""x**2 +3*x +3"" / opt2: ""x**2 +3*x +3""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_rearrange_formulas_98,KS4,Rearrange formulas,DUPLICATE_OPTIONS,"opt1: ""(y +0)/(8)"" / opt3: ""(y +0)/(8)""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_115,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 -14*x +45"" / opt3: ""x**2 -14*x +45""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_132,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 -12*x +20"" / opt3: ""x**2 -12*x +20""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_152,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -7*x +0"" / opt1: ""x**2 -7*x +0"" / opt3: ""x**2 -7*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_169,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -15*x +54"" / opt2: ""x**2 -15*x +54""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_190,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +8*x +15"" / opt3: ""x**2 +8*x +15""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_197,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +12*x +27"" / opt1: ""x**2 +12*x +27""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_205,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +0*x +0"" / opt1: ""x**2 +0*x +0"" / opt2: ""x**2 +0*x +0"" / opt3: ""x**2 +0*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_228,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +14*x +45"" / opt1: ""x**2 +14*x +45""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_233,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -12*x +32"" / opt3: ""x**2 -12*x +32""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_236,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -5*x +0"" / opt2: ""x**2 -5*x +0"" / opt3: ""x**2 -5*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_244,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +5*x +5"" / opt1: ""x**2 +5*x +5""; opt2: ""x**2 +10*x +25"" / opt3: ""x**2 +10*x +25""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_254,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -3*x +0"" / opt2: ""x**2 -3*x +0"" / opt3: ""x**2 -3*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_266,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +10*x +0"" / opt1: ""x**2 +10*x +0"" / opt3: ""x**2 +10*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_273,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +11*x +10"" / opt1: ""x**2 +11*x +10""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_274,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 -16*x +63"" / opt3: ""x**2 -16*x +63""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_284,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -12*x +20"" / opt1: ""x**2 -12*x +20""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_341,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -11*x +30"" / opt1: ""x**2 -11*x +30""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_353,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +4*x +4"" / opt2: ""x**2 +4*x +4""; opt1: ""x**2 +8*x +16"" / opt3: ""x**2 +8*x +16""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_357,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +12*x +35"" / opt1: ""x**2 +12*x +35""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_365,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +6*x +5"" / opt1: ""x**2 +6*x +5""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_371,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -13*x +42"" / opt1: ""x**2 -13*x +42""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_373,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 +14*x +40"" / opt3: ""x**2 +14*x +40""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_374,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +9*x +20"" / opt3: ""x**2 +9*x +20""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_380,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -7*x +12"" / opt3: ""x**2 -7*x +12""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_381,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -11*x +28"" / opt2: ""x**2 -11*x +28""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_397,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +13*x +36"" / opt1: ""x**2 +13*x +36""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_399,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +6*x +5"" / opt2: ""x**2 +6*x +5""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_402,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -7*x +10"" / opt2: ""x**2 -7*x +10""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_406,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 +18*x +80"" / opt3: ""x**2 +18*x +80""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_414,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +15*x +50"" / opt2: ""x**2 +15*x +50""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_416,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -15*x +50"" / opt2: ""x**2 -15*x +50""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_419,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -10*x +16"" / opt3: ""x**2 -10*x +16""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_rearrange_formulas_430,KS4,Rearrange formulas,DUPLICATE_OPTIONS,"opt1: ""(y +0)/(3)"" / opt2: ""(y +0)/(3)""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_rearrange_formulas_431,KS4,Rearrange formulas,DUPLICATE_OPTIONS,"opt1: ""(y +0)/(4)"" / opt2: ""(y +0)/(4)""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_441,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +11*x +10"" / opt3: ""x**2 +11*x +10""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_446,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +13*x +42"" / opt2: ""x**2 +13*x +42""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_464,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 +6*x +8"" / opt3: ""x**2 +6*x +8""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_488,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -9*x +14"" / opt3: ""x**2 -9*x +14""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_508,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +15*x +56"" / opt1: ""x**2 +15*x +56""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_511,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +10*x +0"" / opt2: ""x**2 +10*x +0"" / opt3: ""x**2 +10*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_515,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +10*x +16"" / opt3: ""x**2 +10*x +16""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_521,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -8*x +12"" / opt3: ""x**2 -8*x +12""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_532,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +14*x +45"" / opt1: ""x**2 +14*x +45""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_535,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -10*x +16"" / opt1: ""x**2 -10*x +16""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_540,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +11*x +30"" / opt3: ""x**2 +11*x +30""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_550,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -12*x +32"" / opt1: ""x**2 -12*x +32""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_552,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -5*x +4"" / opt3: ""x**2 -5*x +4""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_566,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -18*x +80"" / opt2: ""x**2 -18*x +80""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_567,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +7*x +12"" / opt3: ""x**2 +7*x +12""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_rearrange_formulas_568,KS4,Rearrange formulas,DUPLICATE_OPTIONS,"opt2: ""(y +0)/(6)"" / opt3: ""(y +0)/(6)""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_570,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +12*x +35"" / opt2: ""x**2 +12*x +35""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_572,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 +12*x +32"" / opt3: ""x**2 +12*x +32""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_575,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -5*x +0"" / opt1: ""x**2 -5*x +0"" / opt2: ""x**2 -5*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_580,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -8*x +0"" / opt1: ""x**2 -8*x +0"" / opt2: ""x**2 -8*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_585,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -11*x +30"" / opt2: ""x**2 -11*x +30""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_596,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -15*x +54"" / opt3: ""x**2 -15*x +54""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_rearrange_formulas_604,KS4,Rearrange formulas,DUPLICATE_OPTIONS,"opt2: ""(y +0)/(7)"" / opt3: ""(y +0)/(7)""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_609,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +1*x +0"" / opt2: ""x**2 +1*x +0"" / opt3: ""x**2 +1*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_612,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +11*x +24"" / opt2: ""x**2 +11*x +24""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_617,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 -14*x +40"" / opt3: ""x**2 -14*x +40""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_628,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +6*x +8"" / opt1: ""x**2 +6*x +8""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_650,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -6*x +9"" / opt2: ""x**2 -6*x +9""; opt1: ""x**2 -3*x -3"" / opt3: ""x**2 -3*x -3""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_651,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +11*x +10"" / opt1: ""x**2 +11*x +10""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_654,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 -11*x +10"" / opt3: ""x**2 -11*x +10""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_663,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -12*x +32"" / opt3: ""x**2 -12*x +32""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_670,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 -12*x +35"" / opt3: ""x**2 -12*x +35""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_676,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -15*x +56"" / opt2: ""x**2 -15*x +56""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_695,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +6*x +0"" / opt1: ""x**2 +6*x +0"" / opt3: ""x**2 +6*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_700,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +1*x +0"" / opt2: ""x**2 +1*x +0"" / opt3: ""x**2 +1*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_702,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 -17*x +70"" / opt2: ""x**2 -17*x +70""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_706,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 -5*x +4"" / opt3: ""x**2 -5*x +4""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_708,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt2: ""x**2 +15*x +56"" / opt3: ""x**2 +15*x +56""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_714,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +16*x +63"" / opt2: ""x**2 +16*x +63""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_727,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +12*x +27"" / opt1: ""x**2 +12*x +27""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_729,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -11*x +18"" / opt2: ""x**2 -11*x +18""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_732,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt1: ""x**2 +11*x +30"" / opt3: ""x**2 +11*x +30""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_735,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +16*x +63"" / opt2: ""x**2 +16*x +63""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_747,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 +11*x +30"" / opt2: ""x**2 +11*x +30""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_748,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -6*x +0"" / opt1: ""x**2 -6*x +0"" / opt3: ""x**2 -6*x +0""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_765,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -8*x +15"" / opt2: ""x**2 -8*x +15""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
ALL_merged_deduped.jsonl,ks4_expand_factorise_767,KS4,Expand expressions,DUPLICATE_OPTIONS,"opt0: ""x**2 -10*x -10"" / opt1: ""x**2 -10*x -10""; opt2: ""x**2 -20*x +100"" / opt3: ""x**2 -20*x +100""",Remove the ** variant; keep the ^ variant. Replace removed option with a new distinct distractor.
